date,city,pm25,pm10,no2,so2,co,o3,aqi_proxy
2025-08-27,Thiruvananthapuram,27.38,32.38,30.04,3.4,1.44,22.09,82.85
2025-08-28,Thiruvananthapuram,34.25,66.24,34.84,10.83,1.07,16.71,97.55
2025-08-29,Thiruvananthapuram,45.03,50.03,11.56,8.7,1.57,19.78,124.08
2025-08-30,Thiruvananthapuram,39.24,61.05,30.73,10.49,0.97,15.97,109.59
2025-08-31,Thiruvananthapuram,15.7,86.22,14.96,8.32,1.39,19.68,57.9
2025-09-01,Thiruvananthapuram,32.42,89.19,18.11,4.47,0.99,29.64,93.63
2025-09-02,Thiruvananthapuram,52.24,65.26,17.94,10.39,0.41,23.66,142.1
2025-09-03,Thiruvananthapuram,33.22,94.21,35.34,4.37,1.15,18.68,95.34
2025-09-04,Thiruvananthapuram,29.93,80.15,21.02,7.78,1.46,31.37,88.31
2025-09-05,Thiruvananthapuram,35.19,67.89,13.77,11.96,1.28,23.02,99.54
2025-09-06,Thiruvananthapuram,33.7,74.17,29.72,9.89,1.72,23.81,96.38
2025-09-07,Thiruvananthapuram,53.36,87.53,22.66,2.2,1.11,31.69,144.89
2025-09-08,Thiruvananthapuram,25.79,71.67,26.18,10.03,0.92,17.04,79.47
2025-09-09,Thiruvananthapuram,40.22,52.83,8.95,12.72,1.45,33.59,112.05
2025-09-10,Thiruvananthapuram,45.41,83.49,27.88,6.64,1.28,19.15,125.02
2025-09-11,Thiruvananthapuram,20.25,60.95,34.36,3.5,0.59,25.58,67.63
2025-09-12,Thiruvananthapuram,30.33,80.05,32.98,8.58,0.83,30.03,89.17
2025-09-13,Thiruvananthapuram,41.7,67.51,23.19,8.32,0.96,12.2,115.74
2025-09-14,Thiruvananthapuram,43.74,83.43,6.34,8.73,1.78,15.19,120.84
2025-09-15,Thiruvananthapuram,32.02,63.54,36.85,10.56,0.73,24.44,92.78
2025-09-16,Thiruvananthapuram,60.52,65.52,23.58,8.74,0.84,32.65,155.39
2025-09-17,Thiruvananthapuram,27.97,40.44,19.96,9.16,0.76,24.06,84.12
2025-09-18,Thiruvananthapuram,39.65,44.65,19.19,8.25,1.36,18.88,110.63
2025-09-19,Thiruvananthapuram,35.11,61.97,29.53,8.76,0.93,24.83,99.38
2025-09-20,Thiruvananthapuram,28.37,76.9,27.62,14.31,0.95,21.38,84.98
2025-09-21,Thiruvananthapuram,26.45,48.34,20.91,9.2,1.37,24.23,80.87
2025-09-22,Thiruvananthapuram,29.77,58.05,16.86,5.53,0.56,30.24,87.96
2025-09-23,Thiruvananthapuram,55.5,60.5,26.19,8.02,1.16,18.75,150.11
2025-09-24,Thiruvananthapuram,45.72,76.19,32.34,4.99,0.53,24.49,125.8
2025-09-25,Thiruvananthapuram,20.23,86.86,5.95,5.79,0.83,20.21,67.58
2025-09-26,Thiruvananthapuram,35.82,74.93,28.76,9.46,1.01,34.78,101.05
2025-09-27,Thiruvananthapuram,48.57,59.75,22.03,6.2,1.23,16.91,132.92
2025-09-28,Thiruvananthapuram,23.23,28.23,20.27,10.39,1.02,21.42,74.0
2025-07-01,Kochi,37.25,48.52,24.5,9.87,1.2,28.57,104.63
2025-07-02,Kochi,49.53,82.52,19.1,6.17,1.85,24.65,135.33
2025-07-03,Kochi,35.67,50.87,23.42,9.35,1.09,19.36,100.66
2025-07-04,Kochi,29.17,90.72,28.86,8.8,1.26,15.42,86.69
2025-07-05,Kochi,37.37,90.17,22.32,10.13,1.3,27.55,104.92
2025-07-06,Kochi,33.51,84.91,11.83,7.3,1.37,24.59,95.97
2025-07-07,Kochi,48.09,66.87,20.75,2.28,0.97,25.4,131.73
2025-07-08,Kochi,44.08,49.08,34.44,4.28,1.03,19.06,121.71
2025-07-09,Kochi,39.38,71.0,29.91,12.73,1.24,19.29,109.95
2025-07-10,Kochi,37.25,104.31,27.64,10.04,0.44,24.98,104.62
2025-07-11,Kochi,32.45,57.31,25.31,7.53,0.83,23.82,93.7
2025-07-12,Kochi,31.42,82.14,26.0,8.33,1.47,25.76,91.5
2025-07-13,Kochi,34.5,39.5,29.06,4.46,1.05,24.61,98.07
2025-07-14,Kochi,47.38,102.22,15.61,3.25,1.21,24.44,129.94
2025-07-15,Kochi,20.87,70.09,30.02,3.51,0.68,18.9,68.96
2025-07-16,Kochi,32.33,83.75,22.37,7.37,1.98,17.01,93.45
2025-07-17,Kochi,27.21,83.75,33.19,8.44,1.8,24.05,82.49
2025-07-18,Kochi,9.83,69.89,19.24,11.35,1.47,12.8,40.97
2025-07-19,Kochi,50.9,88.28,22.01,6.96,1.64,10.84,138.74
2025-07-20,Kochi,35.71,85.9,21.63,9.14,1.12,17.35,100.78
2025-07-21,Kochi,22.74,80.84,18.22,2.63,1.13,19.24,72.94
2025-07-22,Kochi,19.7,70.25,30.59,7.26,0.65,25.42,66.45
2025-07-23,Kochi,45.58,111.73,35.17,4.18,1.42,24.07,125.44
2025-07-24,Kochi,19.36,73.43,39.49,10.79,0.67,22.58,65.74
2025-07-25,Kochi,39.41,44.41,10.42,7.66,1.15,11.07,110.03
2025-07-26,Kochi,36.34,87.34,21.09,7.38,1.31,24.7,102.35
2025-07-27,Kochi,13.06,49.4,20.69,4.62,1.67,26.21,52.26
2025-07-28,Kochi,20.12,63.79,33.33,5.26,1.42,30.83,67.35
2025-07-29,Kochi,47.77,71.09,33.62,5.63,2.07,23.84,130.92
2025-07-30,Kochi,48.39,62.34,28.91,8.83,0.71,16.55,132.47
2025-07-31,Kochi,31.07,90.29,9.66,6.11,1.6,14.94,90.76
2025-08-01,Kochi,48.09,53.09,16.58,6.76,1.83,18.61,131.73
2025-08-02,Kochi,11.68,38.62,30.82,3.14,1.56,23.03,48.68
2025-08-03,Kochi,32.5,73.07,17.07,7.61,0.6,30.35,93.81
2025-08-04,Kochi,19.9,75.1,14.91,5.6,0.93,40.48,66.89
2025-08-05,Kochi,33.06,51.21,20.26,2.69,1.01,33.56,95.01
2025-08-06,Kochi,37.22,85.74,16.68,6.59,1.16,18.03,104.55
2025-08-07,Kochi,37.74,79.72,28.28,6.75,1.52,21.18,105.86
2025-08-08,Kochi,28.9,96.29,14.9,2.09,0.73,24.56,86.1
2025-08-09,Kochi,47.97,53.46,37.74,7.28,1.03,17.42,131.42
2025-08-10,Kochi,54.66,62.16,12.18,14.57,1.24,26.96,148.16
2025-08-11,Kochi,51.68,77.73,30.68,7.36,1.37,22.3,140.69
2025-08-12,Kochi,31.28,67.99,19.97,8.71,1.28,27.0,91.19
2025-08-13,Kochi,41.26,108.2,32.65,6.58,1.26,30.62,114.65
2025-08-14,Kochi,23.52,110.15,18.7,9.9,1.08,22.19,74.61
2025-08-15,Kochi,19.34,88.16,14.77,2.87,1.54,32.97,65.68
2025-08-16,Kochi,26.16,89.05,31.0,6.93,1.61,21.5,80.26
2025-08-17,Kochi,38.96,43.96,13.99,10.71,1.3,21.48,108.89
2025-08-18,Kochi,55.6,105.07,27.35,2.83,1.04,17.39,150.21
2025-08-19,Kochi,35.41,50.63,15.46,1.0,1.15,8.57,100.03
2025-08-20,Kochi,29.3,81.45,18.07,3.95,1.05,17.3,86.96
2025-08-21,Kochi,35.39,47.05,23.26,6.16,1.08,32.14,99.98
2025-08-22,Kochi,36.01,78.09,18.78,7.87,0.97,22.35,101.53
2025-08-23,Kochi,41.48,58.35,21.15,5.74,0.88,23.44,115.2
2025-08-24,Kochi,26.65,94.88,44.25,5.5,1.2,28.73,81.3
2025-08-25,Kochi,31.06,49.16,38.51,9.26,1.21,31.01,90.72
2025-08-26,Kochi,42.98,67.4,16.42,5.72,1.56,26.16,118.96
2025-08-27,Kochi,32.67,105.21,23.68,10.16,1.17,33.88,94.16
2025-08-28,Kochi,41.51,67.53,21.83,7.15,0.79,14.02,115.28
2025-08-29,Kochi,36.99,57.08,19.63,6.93,1.1,21.93,103.98
2025-08-30,Kochi,54.55,81.44,40.87,5.88,1.39,19.87,147.87
2025-08-31,Kochi,26.83,111.0,17.9,1.0,0.8,10.53,81.69
2025-09-01,Kochi,21.04,49.53,23.77,1.05,1.56,10.98,69.33
2025-09-02,Kochi,31.69,61.2,30.52,8.25,1.55,20.16,92.07
2025-09-03,Kochi,25.76,73.61,31.27,9.68,1.21,23.72,79.41
2025-09-04,Kochi,33.54,76.78,40.49,6.47,0.93,19.78,96.02
2025-09-05,Kochi,38.89,43.89,23.31,9.84,0.87,23.68,108.72
2025-09-06,Kochi,57.92,73.66,5.92,2.97,0.98,17.45,152.65
2025-09-07,Kochi,32.73,59.56,32.24,3.93,1.0,23.49,94.3
2025-09-08,Kochi,37.38,70.77,4.81,7.45,1.02,27.36,104.94
2025-09-09,Kochi,42.29,73.11,26.87,11.26,1.54,24.1,117.21
2025-09-10,Kochi,59.27,64.27,14.42,7.17,0.93,7.21,154.07
2025-09-11,Kochi,27.07,76.69,24.39,4.87,1.1,22.79,82.19
2025-09-12,Kochi,44.52,58.36,32.48,3.93,0.88,32.04,122.81
2025-09-13,Kochi,19.14,52.09,12.66,4.72,1.14,26.12,65.25
2025-09-14,Kochi,34.28,62.9,14.85,5.02,0.46,26.29,97.6
2025-09-15,Kochi,41.99,65.76,27.05,9.83,1.12,30.57,116.46
2025-09-16,Kochi,22.69,62.81,20.86,9.14,0.51,31.06,72.85
2025-09-17,Kochi,40.38,103.2,23.79,5.55,1.34,28.43,112.44
2025-09-18,Kochi,24.49,29.49,9.27,7.98,1.7,14.43,76.68
2025-09-19,Kochi,30.56,61.58,39.81,13.98,1.25,27.7,89.65
2025-09-20,Kochi,42.01,47.01,28.14,4.14,1.01,29.3,116.52
2025-09-21,Kochi,32.04,86.74,32.65,1.93,0.21,29.13,92.81
2025-09-22,Kochi,47.83,72.99,27.06,9.88,1.43,20.3,131.07
2025-09-23,Kochi,45.86,61.94,25.9,7.8,0.74,17.74,126.16
2025-09-24,Kochi,60.05,65.05,27.11,8.94,1.06,26.46,154.89
2025-09-25,Kochi,37.81,51.19,28.75,5.57,1.78,24.57,106.02
2025-09-26,Kochi,24.36,74.04,16.46,7.97,0.99,17.22,76.42
2025-09-27,Kochi,23.8,117.33,25.26,5.9,0.84,24.9,75.21
2025-09-28,Kochi,25.24,45.41,23.54,7.08,0.91,16.91,78.29
2025-07-01,Ranchi,28.59,58.55,19.47,8.03,1.97,30.92,85.44
2025-07-02,Ranchi,56.66,61.66,37.37,7.88,1.47,25.6,151.33
2025-07-03,Ranchi,29.18,82.17,27.83,1.9,1.03,27.89,86.72
2025-07-04,Ranchi,38.24,79.21,18.81,7.97,1.04,21.52,107.09
2025-07-05,Ranchi,24.66,85.29,26.12,7.93,1.9,25.35,77.05
2025-07-06,Ranchi,47.19,72.6,20.89,4.02,1.18,6.67,129.48
2025-07-07,Ranchi,37.44,75.01,22.32,6.92,0.58,31.15,105.1
2025-07-08,Ranchi,28.14,46.88,27.63,7.53,0.94,19.84,84.5
2025-07-09,Ranchi,32.83,94.3,27.72,7.1,1.42,23.17,94.52
2025-07-10,Ranchi,39.64,72.82,29.67,5.87,0.62,27.57,110.6
2025-07-11,Ranchi,49.27,54.27,24.18,5.85,1.43,24.2,134.68
2025-07-12,Ranchi,74.53,79.53,37.21,12.1,1.29,23.36,170.14
2025-07-13,Ranchi,35.2,69.07,33.69,4.58,1.02,20.91,99.57
2025-07-14,Ranchi,11.54,83.54,31.72,5.3,1.49,13.13,48.1
2025-07-15,Ranchi,32.04,63.18,23.61,7.45,1.05,20.57,92.83
2025-07-16,Ranchi,32.15,95.15,19.23,13.97,0.83,23.82,93.06
2025-07-17,Ranchi,40.36,62.19,35.1,8.84,1.0,30.75,112.39
2025-07-18,Ranchi,22.69,58.54,29.44,9.6,1.21,21.78,72.84
2025-07-19,Ranchi,30.95,91.32,26.38,4.58,0.71,31.95,90.48
2025-07-20,Ranchi,22.36,70.32,33.55,8.83,0.78,16.42,72.15
2025-07-21,Ranchi,54.39,59.39,19.13,8.32,0.99,25.76,147.47
2025-07-22,Ranchi,13.71,61.02,28.24,9.24,0.85,16.68,53.65
2025-07-23,Ranchi,35.22,40.57,33.61,7.67,0.8,16.34,99.61
2025-07-24,Ranchi,25.85,36.74,28.03,4.79,1.24,25.88,79.59
2025-07-25,Ranchi,44.91,73.01,33.31,11.36,1.18,24.67,123.78
2025-07-26,Ranchi,28.24,50.22,35.34,9.02,1.35,19.13,84.7
2025-07-27,Ranchi,51.54,61.35,16.33,5.48,1.71,15.76,140.35
2025-07-28,Ranchi,26.93,129.08,32.85,5.0,0.65,12.53,81.9
2025-07-29,Ranchi,33.44,80.92,35.33,1.52,0.55,22.25,95.81
2025-07-30,Ranchi,66.6,85.44,27.13,3.53,0.23,22.81,161.79
2025-07-31,Ranchi,30.58,60.41,19.95,4.95,0.69,31.18,89.71
2025-08-01,Ranchi,21.86,61.24,23.21,9.32,0.74,28.7,71.07
2025-08-02,Ranchi,26.67,65.0,37.36,4.29,1.37,28.47,81.36
2025-08-03,Ranchi,39.29,68.32,42.22,7.16,1.16,20.48,109.71
2025-08-04,Ranchi,34.9,86.68,21.43,1.0,1.29,16.19,98.93
2025-08-05,Ranchi,41.68,67.12,31.28,4.35,0.87,20.48,115.7
2025-08-06,Ranchi,13.22,87.01,9.55,10.49,1.25,21.27,52.6
2025-08-07,Ranchi,39.23,76.5,21.92,8.09,1.37,16.58,109.57
2025-08-08,Ranchi,36.95,41.95,8.3,8.89,0.91,17.59,103.88
2025-08-09,Ranchi,31.57,58.53,15.59,2.28,0.29,27.18,91.81
2025-08-10,Ranchi,28.02,86.99,20.56,8.26,1.03,22.92,84.22
2025-08-11,Ranchi,34.62,59.32,14.63,9.5,1.72,32.68,98.33
2025-08-12,Ranchi,26.94,53.56,19.85,6.67,1.06,16.57,81.92
2025-08-13,Ranchi,13.07,65.56,2.0,6.9,0.7,27.25,52.29
2025-08-14,Ranchi,46.25,89.61,21.23,3.79,0.75,24.19,127.13
2025-08-15,Ranchi,13.56,95.72,21.44,8.7,0.37,17.07,53.32
2025-08-16,Ranchi,10.33,87.97,22.42,8.91,1.11,25.43,43.04
2025-08-17,Ranchi,30.86,65.94,24.47,8.42,1.25,38.98,90.29
2025-08-18,Ranchi,54.24,59.24,23.65,5.98,1.59,20.33,147.1
2025-08-19,Ranchi,40.6,45.6,12.96,13.48,1.1,16.49,113.01
2025-08-20,Ranchi,37.02,47.71,22.06,2.84,0.76,19.56,104.04
2025-08-21,Ranchi,46.4,76.73,29.1,7.12,1.41,17.47,127.5
2025-08-22,Ranchi,22.39,73.27,20.65,7.16,1.01,30.04,72.19
2025-08-23,Ranchi,46.6,52.07,8.24,5.07,0.72,27.19,128.01
2025-08-24,Ranchi,44.38,49.38,18.18,2.76,1.13,21.94,122.45
2025-08-25,Ranchi,42.89,77.95,29.05,2.57,0.83,28.43,118.72
2025-08-26,Ranchi,24.97,32.75,29.21,5.47,1.51,22.73,77.71
2025-08-27,Ranchi,28.19,92.63,12.29,11.5,0.82,23.29,84.59
2025-08-28,Ranchi,35.14,59.02,17.87,6.09,0.67,33.81,99.45
2025-08-29,Ranchi,28.29,91.86,32.46,8.29,1.03,23.63,84.81
2025-08-30,Ranchi,41.21,71.19,12.15,1.75,1.68,6.5,114.52
2025-08-31,Ranchi,35.1,62.55,25.28,3.78,1.22,23.74,99.37
2025-09-01,Ranchi,66.62,71.62,34.79,2.7,1.49,24.11,161.81
2025-09-02,Ranchi,35.42,72.06,37.05,7.97,0.77,18.46,100.06
2025-09-03,Ranchi,42.65,76.27,11.71,8.74,0.65,25.21,118.12
2025-09-04,Ranchi,25.6,64.64,20.65,11.76,1.24,30.38,79.07
2025-09-05,Ranchi,66.59,71.59,35.08,5.1,1.58,17.87,161.78
2025-09-06,Ranchi,32.51,77.59,28.8,3.38,0.73,25.96,93.82
2025-09-07,Ranchi,27.26,37.73,22.45,6.84,1.15,25.31,82.6
2025-09-08,Ranchi,38.79,52.36,20.75,9.98,0.86,20.13,108.47
2025-09-09,Ranchi,13.79,65.35,25.91,1.27,0.65,13.96,53.83
2025-09-10,Ranchi,42.36,47.36,23.24,9.35,1.16,19.51,117.39
2025-09-11,Ranchi,36.4,87.06,22.3,1.0,1.54,24.72,102.5
2025-09-12,Ranchi,30.87,35.87,20.19,4.57,0.59,21.36,90.31
2025-09-13,Ranchi,24.65,55.57,28.71,7.97,0.88,18.31,77.02
2025-09-14,Ranchi,26.32,60.81,27.64,4.07,1.66,25.37,80.59
2025-09-15,Ranchi,5.0,72.28,33.97,8.37,0.92,21.83,20.83
2025-09-16,Ranchi,33.34,80.5,11.51,5.38,1.74,22.48,95.59
2025-09-17,Ranchi,50.57,126.17,19.52,3.61,0.97,28.69,137.92
2025-09-18,Ranchi,47.87,112.95,23.72,8.66,0.8,6.91,131.18
2025-09-19,Ranchi,32.61,44.48,29.08,1.56,0.78,23.93,94.05
2025-09-20,Ranchi,37.67,66.82,39.07,11.91,0.81,32.39,105.68
2025-09-21,Ranchi,54.2,64.88,23.97,7.05,0.82,19.16,146.99
2025-09-22,Ranchi,50.62,78.42,20.33,4.42,0.78,21.36,138.06
2025-09-23,Ranchi,46.41,53.49,32.69,7.79,1.14,28.52,127.53
2025-09-24,Ranchi,45.75,50.75,16.92,6.51,1.22,30.64,125.88
2025-09-25,Ranchi,34.28,102.27,18.74,5.59,0.96,17.52,97.61
2025-09-26,Ranchi,46.46,51.46,19.25,10.64,0.96,28.59,127.64
2025-09-27,Ranchi,59.03,68.7,33.21,14.46,1.24,21.98,153.83
2025-09-28,Ranchi,42.68,89.4,22.41,5.75,1.77,20.4,118.21
2025-07-01,Bhubaneswar,47.5,72.8,38.34,4.65,0.74,27.96,130.25
2025-07-02,Bhubaneswar,18.0,68.11,35.81,1.85,1.24,30.32,62.82
2025-07-03,Bhubaneswar,31.3,46.85,20.46,4.68,1.11,20.64,91.23
2025-07-04,Bhubaneswar,24.83,74.12,35.25,8.18,1.62,32.2,77.41
2025-07-05,Bhubaneswar,26.66,73.85,20.91,2.75,1.22,16.4,81.31
2025-07-06,Bhubaneswar,36.16,41.16,23.47,2.49,1.35,20.5,101.9
2025-07-07,Bhubaneswar,26.77,89.37,20.81,7.53,1.0,26.05,81.57
2025-07-08,Bhubaneswar,45.22,83.8,20.03,10.83,0.71,18.39,124.54
2025-07-09,Bhubaneswar,30.16,86.73,13.83,9.87,1.06,20.45,88.81
2025-07-10,Bhubaneswar,46.92,52.49,42.89,6.67,1.14,31.73,128.79
2025-07-11,Bhubaneswar,36.09,92.62,9.1,5.87,1.24,29.35,101.72
2025-07-12,Bhubaneswar,41.23,79.58,31.61,8.63,0.22,31.42,114.58
2025-07-13,Bhubaneswar,24.69,75.94,26.29,7.34,0.64,11.19,77.11
2025-07-14,Bhubaneswar,20.25,83.03,11.87,4.56,1.25,16.38,67.63
2025-07-15,Bhubaneswar,26.81,69.41,26.16,4.06,1.14,25.51,81.64
2025-07-16,Bhubaneswar,16.79,70.6,17.73,7.57,1.37,21.84,60.23
2025-07-17,Bhubaneswar,42.57,81.46,30.35,8.41,1.52,24.89,117.91
2025-07-18,Bhubaneswar,12.24,50.48,21.46,6.94,1.22,17.53,50.52
2025-07-19,Bhubaneswar,57.44,65.92,24.21,5.19,0.68,22.04,152.15
2025-07-20,Bhubaneswar,34.04,66.57,37.44,6.82,1.05,27.37,97.1
2025-07-21,Bhubaneswar,31.33,78.69,13.8,3.39,1.13,21.15,91.3
2025-07-22,Bhubaneswar,23.84,70.62,25.94,5.07,0.87,23.9,75.31
2025-07-23,Bhubaneswar,22.63,57.69,29.04,7.13,0.89,16.91,72.72
2025-07-24,Bhubaneswar,22.0,66.14,40.45,8.9,0.55,27.12,71.36
2025-07-25,Bhubaneswar,24.07,67.66,19.45,13.27,0.63,24.49,75.79
2025-07-26,Bhubaneswar,25.51,83.22,26.76,10.96,1.37,18.78,78.87
2025-07-27,Bhubaneswar,67.21,77.52,18.99,7.82,1.33,26.04,162.43
2025-07-28,Bhubaneswar,38.3,85.86,30.32,4.66,1.92,34.49,107.25
2025-07-29,Bhubaneswar,41.55,66.74,23.51,6.23,1.0,9.61,115.37
2025-07-30,Bhubaneswar,52.37,91.99,10.45,9.87,1.08,21.17,142.43
2025-07-31,Bhubaneswar,40.25,45.25,24.23,7.44,1.11,14.49,112.12
2025-08-01,Bhubaneswar,38.87,89.33,27.51,6.51,2.16,16.86,108.68
2025-08-02,Bhubaneswar,41.85,71.8,39.83,8.36,1.32,25.76,116.12
2025-08-03,Bhubaneswar,21.3,51.43,22.42,10.07,1.17,21.27,69.87
2025-08-04,Bhubaneswar,50.67,55.67,14.25,1.0,1.56,21.94,138.17
2025-08-05,Bhubaneswar,46.42,67.76,33.43,6.82,1.24,24.28,127.55
2025-08-06,Bhubaneswar,37.34,101.55,11.14,6.99,1.16,23.09,104.84
2025-08-07,Bhubaneswar,28.0,56.44,35.97,6.99,2.06,25.76,84.18
2025-08-08,Bhubaneswar,28.79,77.54,24.3,11.23,0.61,11.55,85.88
2025-08-09,Bhubaneswar,37.54,84.57,26.59,9.22,1.29,13.71,105.35
2025-08-10,Bhubaneswar,34.53,91.4,24.19,3.27,0.95,25.76,98.13
2025-08-11,Bhubaneswar,55.42,60.42,27.4,4.4,1.28,26.42,150.02
2025-08-12,Bhubaneswar,31.16,81.41,33.77,6.71,0.55,31.33,90.94
2025-08-13,Bhubaneswar,40.23,75.02,16.39,10.16,1.9,21.86,112.08
2025-08-14,Bhubaneswar,34.18,46.29,18.34,3.98,1.13,20.48,97.4
2025-08-15,Bhubaneswar,36.32,47.99,21.63,4.34,1.16,12.41,102.29
2025-08-16,Bhubaneswar,34.37,61.15,24.8,2.24,1.34,20.58,97.8
2025-08-17,Bhubaneswar,35.96,40.96,14.3,6.03,1.63,25.64,101.39
2025-08-18,Bhubaneswar,36.75,51.86,16.45,8.03,1.36,23.52,103.39
2025-08-19,Bhubaneswar,50.39,55.39,23.51,2.12,1.16,31.06,137.46
2025-08-20,Bhubaneswar,21.12,84.99,35.58,5.13,1.27,32.04,69.49
2025-08-21,Bhubaneswar,36.95,84.69,10.37,8.99,1.29,14.46,103.87
2025-08-22,Bhubaneswar,21.58,79.66,21.42,10.54,1.2,22.19,70.47
2025-08-23,Bhubaneswar,32.25,75.12,31.36,8.8,0.91,30.11,93.27
2025-08-24,Bhubaneswar,40.29,74.45,24.42,8.7,0.35,23.66,112.23
2025-08-25,Bhubaneswar,52.41,71.44,24.31,5.41,1.28,21.24,142.52
2025-08-26,Bhubaneswar,50.36,55.36,21.16,5.4,1.81,21.3,137.4
2025-08-27,Bhubaneswar,25.99,30.99,16.17,8.78,1.29,18.35,79.9
2025-08-28,Bhubaneswar,25.92,104.48,45.0,10.65,1.7,33.5,79.74
2025-08-29,Bhubaneswar,59.52,64.52,16.91,12.7,0.69,16.47,154.34
2025-08-30,Bhubaneswar,22.96,67.56,9.43,2.9,0.83,15.15,73.43
2025-08-31,Bhubaneswar,46.14,68.02,28.61,8.6,1.0,28.39,126.84
2025-09-01,Bhubaneswar,35.96,58.08,9.36,8.76,0.58,25.01,101.4
2025-09-02,Bhubaneswar,34.82,41.44,26.62,7.77,1.16,23.47,98.76
2025-09-03,Bhubaneswar,26.83,81.54,19.59,3.98,1.35,28.06,81.68
2025-09-04,Bhubaneswar,38.52,60.94,7.16,11.65,0.3,26.09,107.81
2025-09-05,Bhubaneswar,61.18,74.06,27.76,8.34,1.16,37.03,156.09
2025-09-06,Bhubaneswar,22.94,48.12,21.24,12.42,0.85,24.8,73.38
2025-09-07,Bhubaneswar,46.07,83.32,32.2,11.45,1.2,19.54,126.67
2025-09-08,Bhubaneswar,37.04,63.57,45.33,5.6,1.27,13.4,104.11
2025-09-09,Bhubaneswar,34.33,61.19,28.79,9.31,1.65,30.21,97.71
2025-09-10,Bhubaneswar,32.17,48.5,17.22,8.11,1.14,24.27,93.1
2025-09-11,Bhubaneswar,27.37,97.21,12.57,5.43,0.65,21.34,82.84
2025-09-12,Bhubaneswar,49.76,63.9,25.52,9.19,0.95,24.39,135.9
2025-09-13,Bhubaneswar,36.76,45.9,20.83,8.26,1.59,30.12,103.4
2025-09-14,Bhubaneswar,57.93,76.74,20.19,7.01,1.03,19.96,152.66
2025-09-15,Bhubaneswar,37.7,76.15,14.52,10.46,0.35,20.97,105.75
2025-09-16,Bhubaneswar,47.06,79.79,20.89,13.11,0.9,10.33,129.15
2025-09-17,Bhubaneswar,37.59,42.59,16.57,9.07,0.9,25.7,105.47
2025-09-18,Bhubaneswar,18.47,83.69,9.77,11.16,0.89,31.5,63.83
2025-09-19,Bhubaneswar,25.14,108.69,17.28,1.82,1.1,29.99,78.08
2025-09-20,Bhubaneswar,41.1,88.99,29.72,4.74,1.39,23.41,114.25
2025-09-21,Bhubaneswar,25.06,71.78,23.79,11.45,0.87,18.68,77.9
2025-09-22,Bhubaneswar,23.68,104.06,17.97,11.09,0.67,25.49,74.96
2025-09-23,Bhubaneswar,36.87,92.95,32.84,7.45,0.87,32.18,103.67
2025-09-24,Bhubaneswar,25.53,30.53,9.11,2.35,1.32,35.48,78.9
2025-09-25,Bhubaneswar,9.45,52.99,25.13,11.84,0.76,25.87,39.38
2025-09-26,Bhubaneswar,28.24,117.15,23.69,8.27,1.11,19.87,84.7
2025-09-27,Bhubaneswar,45.55,50.55,8.61,6.75,1.41,18.85,125.38
2025-09-28,Bhubaneswar,35.11,42.71,32.0,9.16,1.09,23.36,99.38
2025-07-01,Guwahati,13.12,36.15,20.58,8.74,1.31,20.45,52.4
2025-07-02,Guwahati,41.74,95.37,22.61,8.13,1.0,21.52,115.85
2025-07-03,Guwahati,33.99,100.18,30.65,9.68,0.9,17.16,96.98
2025-07-04,Guwahati,36.79,91.1,37.01,1.0,2.06,25.13,103.48
2025-07-05,Guwahati,41.81,46.81,20.44,9.67,0.61,5.21,116.01
2025-07-06,Guwahati,36.76,66.09,35.23,6.72,1.05,27.03,103.41
2025-07-07,Guwahati,45.1,52.88,31.27,5.63,1.09,26.86,124.24
2025-07-08,Guwahati,43.76,74.56,15.52,1.59,1.0,28.56,120.89
2025-07-09,Guwahati,39.37,73.62,24.56,8.13,0.68,27.02,109.92
2025-07-10,Guwahati,44.54,62.03,28.0,2.05,1.15,22.35,122.84
2025-07-11,Guwahati,48.72,64.31,31.3,6.03,0.17,21.11,133.29
2025-07-12,Guwahati,36.41,71.62,25.44,5.68,0.95,15.6,102.52
2025-07-13,Guwahati,10.97,67.68,18.79,10.44,0.21,24.67,45.71
2025-07-14,Guwahati,56.69,61.69,22.27,8.48,1.28,20.04,151.36
2025-07-15,Guwahati,20.34,79.67,8.09,9.7,0.92,22.58,67.82
2025-07-16,Guwahati,27.29,96.77,26.1,6.23,0.94,21.54,82.67
2025-07-17,Guwahati,62.3,67.3,33.2,8.9,1.7,26.13,157.26
2025-07-18,Guwahati,34.71,89.88,26.46,9.46,1.65,22.91,98.52
2025-07-19,Guwahati,27.6,54.0,26.97,4.57,0.94,16.69,83.32
2025-07-20,Guwahati,38.25,51.17,12.83,3.87,0.85,19.51,107.13
2025-07-21,Guwahati,38.04,66.71,27.8,8.55,1.38,11.1,106.61
2025-07-22,Guwahati,20.57,80.0,26.3,10.13,0.46,19.97,68.32
2025-07-23,Guwahati,29.39,70.55,23.84,8.61,1.03,30.62,87.15
2025-07-24,Guwahati,51.58,56.58,23.24,9.59,1.31,20.51,140.44
2025-07-25,Guwahati,36.52,41.52,24.05,2.82,1.28,15.76,102.8
2025-07-26,Guwahati,34.95,73.79,24.43,5.3,1.0,29.7,99.04
2025-07-27,Guwahati,27.8,67.86,19.62,10.26,1.11,17.66,83.77
2025-07-28,Guwahati,33.02,62.32,34.54,7.07,0.53,25.36,94.92
2025-07-29,Guwahati,55.13,92.36,15.64,6.39,1.07,22.44,149.31
